,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
1,F3898617,20/01/2024 00:17:40,OMOKOROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Omokoroa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
2,F3898618,20/01/2024 00:18:49,HENDERSON AUCKLAND,00:09:21,"Te Atatu, Henderson",7100: FALSE ALARM (STRU),Saturday
3,F3898619,20/01/2024 00:19:04,ALBANY AUCKLAND,00:26:27,"Albany, East Coast Bays",7100: FALSE ALARM (STRU),Saturday
4,F3898621,20/01/2024 00:28:14,HOWICK AUCKLAND,00:00:00,Howick,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Saturday
5,F3898623,20/01/2024 00:33:17,EDEN TERRACE AUCKLAND,00:23:03,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Saturday
6,F3898627,20/01/2024 00:56:02,STANMORE BAY AUCKLAND,00:00:00,"Manly, Silverdale","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)",Saturday
7,F3898629,20/01/2024 01:02:41,WAIPAPAKAURI FAR NORTH DISTRICT,00:00:00,Kaitaia,1200: MOBILE PROPERTY FIRE (VEG),Saturday
8,F3898630,20/01/2024 01:11:19,OMOKOROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Omokoroa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
9,F3898634,20/01/2024 01:13:33,OTAHUHU AUCKLAND,00:48:25,"Otahuhu, Ellerslie",7100: FALSE ALARM (STRU),Saturday
10,F3898636,20/01/2024 01:45:25,HENDERSON AUCKLAND,00:18:14,"Henderson, Te Atatu",7100: FALSE ALARM (STRU),Saturday
11,F3898653,20/01/2024 03:11:53,KAITAIA FAR NORTH DISTRICT,00:17:33,Kaitaia,7100: FALSE ALARM (STRU),Saturday
12,F3898655,20/01/2024 03:33:50,WINDSOR PARK AUCKLAND,00:22:41,"East Coast Bays, Albany",7100: FALSE ALARM (SPRNKLR),Saturday
13,F3898656,20/01/2024 03:35:26,MOUREA ROTORUA DISTRICT,00:32:09,"Rotorua, Okere Falls",1500: MISCELLANEOUS FIRE (MIN),Saturday
14,F3898661,20/01/2024 03:54:15,MOUNT EDEN AUCKLAND,00:00:00,"Balmoral, Parnell, Mount Roskill, Auckland City",1100: STRUCTURE FIRE (STRU),Saturday
15,F3898662,20/01/2024 03:58:25,OPOTIKI OPOTIKI DISTRICT,00:00:00,Opotiki,1100: STRUCTURE FIRE (STRU),Saturday
16,F3898666,20/01/2024 04:15:31,MOUNT EDEN AUCKLAND,00:22:39,"Grey Lynn, Parnell, Auckland City",7100: FALSE ALARM (STRU),Saturday
17,F3898669,20/01/2024 04:39:29,MOUNT EDEN AUCKLAND,00:05:10,Grey Lynn,7100: FALSE ALARM (STRU),Saturday
18,F3898670,20/01/2024 04:51:50,PARNELL AUCKLAND,00:23:13,"Parnell, Auckland City",7100: FALSE ALARM (STRU),Saturday
19,F3898676,20/01/2024 05:14:19,OPOTIKI OPOTIKI DISTRICT,00:00:00,Opotiki,1200: MOBILE PROPERTY FIRE (MIN),Saturday
20,F3898681,20/01/2024 05:37:17,MATUA TAURANGA CITY,00:00:00,Tauranga,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
21,F3898682,20/01/2024 06:05:00,MATAKANA AUCKLAND,00:00:00,"Matakana, Warkworth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
22,F3898688,20/01/2024 06:44:03,MARAETOTARA WHAKATANE DISTRICT,00:23:53,Ohope,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
23,F3898698,20/01/2024 07:29:58,AUCKLAND CENTRAL AUCKLAND,00:15:25,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Saturday
24,F3898706,20/01/2024 07:47:48,SILVERDALE AUCKLAND,00:00:00,Silverdale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)",Saturday
25,F3898716,20/01/2024 08:13:46,PAPATOETOE AUCKLAND,00:14:59,"Otahuhu, Papatoetoe",7100: FALSE ALARM (STRU),Saturday
26,F3898718,20/01/2024 08:23:53,PAENGAROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Maketu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
27,F3898724,20/01/2024 08:36:57,HENDERSON AUCKLAND,00:05:45,"Henderson, Glen Eden","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
28,F3898728,20/01/2024 08:49:00,WIRI AUCKLAND,00:10:37,"Papatoetoe, Manurewa",7100: FALSE ALARM (STRU),Saturday
29,F3898732,20/01/2024 08:54:54,MOUNT MAUNGANUI TAURANGA CITY,00:24:29,"Mount Maunganui, Tauranga",7100: FALSE ALARM (STRU),Saturday
30,F3898733,20/01/2024 09:06:50,TIKIPUNGA WHANGAREI DISTRICT,00:00:00,"Whangarei, Kamo",1100: STRUCTURE FIRE (STRU),Saturday
31,F3898739,20/01/2024 09:16:19,TE PURU THAMES-COROMANDEL DISTRICT,00:00:00,Tapu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
32,F3898744,20/01/2024 09:23:19,CAMBRIDGE WAIPA DISTRICT,00:12:34,Cambridge,7100: FALSE ALARM (STRU),Saturday
33,F3898757,20/01/2024 09:58:59,NEW LYNN AUCKLAND,00:17:10,"Avondale, Glen Eden, Titirangi",7100: FALSE ALARM (SPRNKLR),Saturday
34,F3898763,20/01/2024 10:09:14,HILLPARK AUCKLAND,00:11:12,Manurewa,1500: MISCELLANEOUS FIRE (MIN),Saturday
35,F3898768,20/01/2024 10:29:15,ROSEDALE AUCKLAND,00:12:34,"Albany, Takapuna",7100: FALSE ALARM (STRU),Saturday
36,F3898769,20/01/2024 10:31:22,AVENUES WHANGAREI DISTRICT,00:00:00,Whangarei,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
37,F3898770,20/01/2024 10:33:03,KARAKA AUCKLAND,00:20:24,"Papakura, Manurewa",7100: FALSE ALARM (SPRNKLR),Saturday
38,F3898772,20/01/2024 10:37:39,AUCKLAND CENTRAL AUCKLAND,00:20:35,"Grey Lynn, Parnell, Auckland City, Balmoral",7100: FALSE ALARM (STRU),Saturday
39,F3898775,20/01/2024 10:41:22,RAINBOW POINT TAUPO DISTRICT,00:20:29,Taupo,7100: FALSE ALARM (STRU),Saturday
40,F3898779,20/01/2024 10:56:28,HENDERSON AUCKLAND,00:10:47,"Henderson, Te Atatu",7100: FALSE ALARM (STRU),Saturday
41,F3898781,20/01/2024 11:00:24,EAST TAMAKI AUCKLAND,00:14:19,"Otara, Otahuhu",7100: FALSE ALARM (SPRNKLR),Saturday
42,F3898786,20/01/2024 11:05:47,PARAWERA WAIPA DISTRICT,00:00:00,Te Awamutu,1500: MISCELLANEOUS FIRE (MIN),Saturday
43,F3898787,20/01/2024 11:08:11,ALBANY AUCKLAND,00:16:07,"Albany, East Coast Bays",7100: FALSE ALARM (STRU),Saturday
44,F3898794,20/01/2024 11:19:41,KAMO WHANGAREI DISTRICT,00:18:24,Kamo,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
45,F3898795,20/01/2024 11:21:14,ONERAHI WHANGAREI DISTRICT,00:00:00,Onerahi,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
46,F3898806,20/01/2024 11:37:58,FAVONA AUCKLAND,00:00:00,Mangere,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
47,F3898812,20/01/2024 11:51:33,FLAT BUSH AUCKLAND,00:00:00,Otara,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
48,F3898823,20/01/2024 12:02:29,CABLE BAY FAR NORTH DISTRICT,00:00:00,Mangonui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
49,F3898828,20/01/2024 12:11:24,KAUKAPAKAPA AUCKLAND,00:00:00,Kaukapakapa (Under Construction),"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
50,F3898835,20/01/2024 12:20:16,MOUNT ALBERT AUCKLAND,00:15:07,"Avondale, Grey Lynn, Balmoral, Auckland City",7100: FALSE ALARM (STRU),Saturday
51,F3898838,20/01/2024 12:25:46,HUNTLY WAIKATO DISTRICT,00:53:53,Huntly,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
52,F3898843,20/01/2024 12:42:02,FAIRFIELD HAMILTON CITY,00:00:00,Chartwell,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
53,F3898846,20/01/2024 12:42:58,COASTLANDS WHAKATANE DISTRICT,00:00:00,Whakatane,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
54,F3898849,20/01/2024 12:54:15,PUKETE HAMILTON CITY,00:00:00,"Te Rapa, Chartwell, Hamilton","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)",Saturday
55,F3898853,20/01/2024 13:03:23,DARGAVILLE KAIPARA DISTRICT,00:00:00,Dargaville,1500: MISCELLANEOUS FIRE (MIN),Saturday
56,F3898857,20/01/2024 13:12:38,OMOKOROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Omokoroa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
57,F3898860,20/01/2024 13:15:07,PUKEKOHE AUCKLAND,00:33:52,Pukekohe,1500: MISCELLANEOUS FIRE (STRU),Saturday
58,F3898865,20/01/2024 13:34:27,THAMES THAMES-COROMANDEL DISTRICT,00:00:00,Thames,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
59,F3898875,20/01/2024 13:46:50,PUKEKOHE AUCKLAND,00:00:00,Pukekohe,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
60,F3898884,20/01/2024 13:49:47,WIRI AUCKLAND,00:00:00,Papatoetoe,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
61,F3898887,20/01/2024 13:54:53,TAKANINI AUCKLAND,00:13:32,"Manurewa, Papakura",7100: FALSE ALARM (STRU),Saturday
62,F3898897,20/01/2024 14:11:55,PAENGAROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Maketu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
63,F3898902,20/01/2024 14:21:33,MANGATAWHIRI WAIKATO DISTRICT,00:00:00,"Tuakau, Pokeno, Papakura",7100: FALSE ALARM (STRU),Saturday
64,F3898903,20/01/2024 14:21:42,NGUNGURU WHANGAREI DISTRICT,00:00:00,"Ngunguru, Whangarei","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
65,F3898906,20/01/2024 14:22:12,PAPAMOA BEACH TAURANGA CITY,00:00:00,Papamoa,1500: MISCELLANEOUS FIRE (MIN),Saturday
66,F3898907,20/01/2024 14:27:21,WESTGATE AUCKLAND,00:25:05,"West Harbour, Te Atatu",7100: FALSE ALARM (SPRNKLR),Saturday
67,F3898909,20/01/2024 14:29:43,ORAKEI AUCKLAND,00:14:19,"Remuera, Saint Heliers",7100: FALSE ALARM (STRU),Saturday
68,F3898910,20/01/2024 14:30:13,EAST TAMAKI AUCKLAND,00:15:51,"Otara, Otahuhu",7100: FALSE ALARM (STRU),Saturday
69,F3898917,20/01/2024 14:50:48,SANDRINGHAM AUCKLAND,00:00:00,Balmoral,1500: MISCELLANEOUS FIRE (MIN),Saturday
70,F3898929,20/01/2024 15:12:14,ALBANY AUCKLAND,00:09:58,"Albany, East Coast Bays",7100: FALSE ALARM (STRU),Saturday
71,F3898932,20/01/2024 15:16:57,KOPAKI WAITOMO DISTRICT,01:18:35,"Piopio, Te Kuiti, Benneydale",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Saturday
72,F3898941,20/01/2024 15:22:45,EPSOM AUCKLAND,00:31:14,Remuera,1500: MISCELLANEOUS FIRE (MIN),Saturday
73,F3898951,20/01/2024 15:40:51,IWITAHI TAUPO DISTRICT,00:59:43,Taupo,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Saturday
74,F3898952,20/01/2024 15:45:18,AUCKLAND CENTRAL AUCKLAND,00:12:23,"Auckland City, Grey Lynn, Balmoral",7100: FALSE ALARM (SPRNKLR),Saturday
75,F3898969,20/01/2024 16:08:20,WAIAU PA AUCKLAND,00:00:00,Waiau Pa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
76,F3898973,20/01/2024 16:11:03,RAUMANGA WHANGAREI DISTRICT,00:00:00,Whangarei,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
77,F3898976,20/01/2024 16:14:07,MANUREWA AUCKLAND,00:17:55,"Manurewa, Papakura",1500: MISCELLANEOUS FIRE (STRU),Saturday
78,F3898982,20/01/2024 16:17:30,ST HELIERS AUCKLAND,00:00:00,Saint Heliers,1100: STRUCTURE FIRE (MIN),Saturday
79,F3898986,20/01/2024 16:24:40,PENROSE AUCKLAND,01:15:12,"Ellerslie, Otahuhu",7100: FALSE ALARM (STRU),Saturday
80,F3898993,20/01/2024 16:47:59,WHANGATEAU AUCKLAND,01:09:56,Leigh,1500: MISCELLANEOUS FIRE (MIN),Saturday
81,F3898997,20/01/2024 17:04:15,OTARA AUCKLAND,00:00:00,Otara,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
82,F3898998,20/01/2024 17:04:34,GREY LYNN AUCKLAND,00:00:00,"Grey Lynn, Parnell","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
83,F3899000,20/01/2024 17:05:45,TAIPA FAR NORTH DISTRICT,00:18:23,Mangonui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
84,F3899004,20/01/2024 17:08:43,PUKEKOHE AUCKLAND,00:14:05,Pukekohe,1500: MISCELLANEOUS FIRE (STRU),Saturday
85,F3899006,20/01/2024 17:19:26,UNSWORTH HEIGHTS AUCKLAND,00:00:00,"Takapuna, Albany","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
86,F3899008,20/01/2024 17:20:54,FREEMANS BAY AUCKLAND,00:17:01,"Auckland City, Parnell",1100: STRUCTURE FIRE (STRU),Saturday
87,F3899015,20/01/2024 17:51:44,ELLERSLIE AUCKLAND,00:14:37,"Ellerslie, Onehunga",7100: FALSE ALARM (STRU),Saturday
88,F3899016,20/01/2024 17:54:36,NORTHCOTE AUCKLAND,00:11:29,"Birkenhead, Takapuna",7100: FALSE ALARM (SPRNKLR),Saturday
89,F3899017,20/01/2024 17:54:01,MOTUTERE TAUPO DISTRICT,00:00:00,"Turangi, Taupo",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Saturday
90,F3899019,20/01/2024 17:55:57,PUKEKOHE AUCKLAND,00:13:08,Pukekohe,7100: FALSE ALARM (STRU),Saturday
91,F3899022,20/01/2024 18:05:26,WHITIANGA THAMES-COROMANDEL DISTRICT,00:00:00,Whitianga,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
92,F3899044,20/01/2024 18:56:12,MOUNT MAUNGANUI TAURANGA CITY,00:17:28,"Mount Maunganui, Tauranga",7100: FALSE ALARM (STRU),Saturday
93,F3899049,20/01/2024 19:07:10,WELLSFORD AUCKLAND,00:26:37,"Warkworth, Wellsford",1200: MOBILE PROPERTY FIRE (MIN),Saturday
94,F3899051,20/01/2024 19:16:40,POINT CHEVALIER AUCKLAND,00:09:11,"Grey Lynn, Avondale, Balmoral",7100: FALSE ALARM (STRU),Saturday
95,F3899054,20/01/2024 19:19:35,TE WHARAU BAY AUCKLAND,00:00:00,Oneroa,1500: MISCELLANEOUS FIRE (VEG),Saturday
96,F3899055,20/01/2024 19:27:51,MANGERE AUCKLAND,01:38:47,"Mangere, Papatoetoe",1300: VEGETATION FIRE (VEG),Saturday
97,F3899063,20/01/2024 19:50:44,MOUNT EDEN AUCKLAND,00:14:11,"Balmoral, Grey Lynn, Auckland City, Parnell",7100: FALSE ALARM (STRU),Saturday
98,F3899065,20/01/2024 19:52:19,OWHATA ROTORUA DISTRICT,00:00:00,Rotorua,1200: MOBILE PROPERTY FIRE (MIN),Saturday
99,F3899069,20/01/2024 20:02:55,MOTUTERE TAUPO DISTRICT,00:45:20,Turangi,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
100,F3899070,20/01/2024 20:05:49,MANGAKAKAHI ROTORUA DISTRICT,00:00:00,Rotorua,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
101,F3899076,20/01/2024 20:32:44,MIRANDA WAIKATO DISTRICT,00:00:00,Mangatangi,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
102,F3899077,20/01/2024 20:40:24,AVONDALE AUCKLAND,00:10:45,Avondale,7100: FALSE ALARM (STRU),Saturday
103,F3899079,20/01/2024 20:46:57,SWANSON AUCKLAND,00:21:10,Henderson,1500: MISCELLANEOUS FIRE (MIN),Saturday
104,F3899082,20/01/2024 20:58:27,NGAHINAPOURI WAIPA DISTRICT,00:22:12,Hamilton,1500: MISCELLANEOUS FIRE (VEG),Saturday
105,F3899089,20/01/2024 21:14:44,MOUNT MAUNGANUI TAURANGA CITY,00:00:00,Mount Maunganui,1300: VEGETATION FIRE (MIN),Saturday
106,F3899090,20/01/2024 21:14:57,CHARTWELL HAMILTON CITY,00:00:00,"Chartwell, Te Rapa",1100: STRUCTURE FIRE (STRU),Saturday
107,F3899093,20/01/2024 21:30:23,BAYSWATER AUCKLAND,00:00:00,Devonport,1500: MISCELLANEOUS FIRE (MIN),Saturday
108,F3899094,20/01/2024 21:31:28,OROPI WESTERN BAY OF PLENTY DISTRICT,01:18:07,Greerton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
109,F3899098,20/01/2024 21:40:50,FRANKTON HAMILTON CITY,00:00:00,Hamilton,1500: MISCELLANEOUS FIRE (MIN),Saturday
110,F3899101,20/01/2024 21:46:23,AVONDALE AUCKLAND,00:20:36,"Avondale, Te Atatu, Glen Eden",7100: FALSE ALARM (STRU),Saturday
111,F3899106,20/01/2024 22:17:34,HOWICK AUCKLAND,00:00:00,Howick,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
112,F3899107,20/01/2024 22:18:10,REMUERA AUCKLAND,00:09:37,Remuera,7100: FALSE ALARM (MIN),Saturday
113,F3899108,20/01/2024 22:19:26,AUCKLAND CENTRAL AUCKLAND,00:21:02,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Saturday
114,F3899110,20/01/2024 22:29:05,PAPAKURA AUCKLAND,00:00:00,Papakura,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
115,F3899111,20/01/2024 22:31:58,PAPATOETOE AUCKLAND,00:27:09,"Papatoetoe, Otahuhu",7100: FALSE ALARM (STRU),Saturday
116,F3899114,20/01/2024 22:38:05,BADER HAMILTON CITY,00:00:00,Hamilton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
117,F3899115,20/01/2024 22:38:09,NORTHCOTE AUCKLAND,00:12:34,"Takapuna, Birkenhead, Albany",7100: FALSE ALARM (STRU),Saturday
118,F3899124,20/01/2024 23:08:25,DINSDALE HAMILTON CITY,00:00:00,Hamilton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
119,F3899125,20/01/2024 23:13:06,VICTORIA ROTORUA DISTRICT,00:20:31,Rotorua,7100: FALSE ALARM (STRU),Saturday
120,F3899126,20/01/2024 23:19:12,KARAKA AUCKLAND,00:00:00,Papakura,1200: MOBILE PROPERTY FIRE (MIN),Saturday
121,F3899130,20/01/2024 23:32:09,MOUNT WELLINGTON AUCKLAND,00:26:53,"Otahuhu, Mount Wellington",7100: FALSE ALARM (STRU),Saturday
122,F3899131,20/01/2024 23:36:55,PAPAMOA BEACH TAURANGA CITY,00:21:04,"Mount Maunganui, Tauranga",7100: FALSE ALARM (STRU),Saturday
123,F3899132,20/01/2024 23:37:57,KAURI WHANGAREI DISTRICT,00:00:00,"Hikurangi, Kamo",1200: MOBILE PROPERTY FIRE (MIN),Saturday
0,F3897944,19/01/2024 00:12:56,OPAHEKE AUCKLAND,00:00:00,Papakura,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Friday
1,F3897945,19/01/2024 00:14:47,PAUANUI THAMES-COROMANDEL DISTRICT,00:00:00,"Pauanui, Tairua",1100: STRUCTURE FIRE (STRU),Friday
2,F3897951,19/01/2024 00:45:01,CLOVER PARK AUCKLAND,00:00:00,Papatoetoe,1500: MISCELLANEOUS FIRE (STRU),Friday
3,F3897958,19/01/2024 01:49:27,MOUNT WELLINGTON AUCKLAND,00:20:17,"Otahuhu, Ellerslie",7100: FALSE ALARM (STRU),Friday
4,F3897959,19/01/2024 01:55:11,MOUNT MAUNGANUI TAURANGA CITY,00:00:00,"Mount Maunganui, Tauranga",1100: STRUCTURE FIRE (STRU),Friday
5,F3897960,19/01/2024 02:00:32,SILVERDALE AUCKLAND,00:24:29,Silverdale,7100: FALSE ALARM (STRU),Friday
6,F3897964,19/01/2024 02:19:11,PUKEKOHE AUCKLAND,00:20:40,Pukekohe,1500: MISCELLANEOUS FIRE (MIN),Friday
7,F3897965,19/01/2024 02:25:56,MOEREWA FAR NORTH DISTRICT,00:38:39,Kawakawa,7100: FALSE ALARM (STRU),Friday
8,F3897967,19/01/2024 02:38:37,PUKEHINA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Pukehina,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
9,F3897968,19/01/2024 02:38:03,PUKEKOHE AUCKLAND,00:13:41,Pukekohe,1100: STRUCTURE FIRE (STRU),Friday
10,F3897969,19/01/2024 02:40:26,PUKEKOHE AUCKLAND,00:16:19,Pukekohe,1500: MISCELLANEOUS FIRE (MIN),Friday
11,F3897981,19/01/2024 04:41:41,ST HELIERS AUCKLAND,00:18:57,Saint Heliers,7100: FALSE ALARM (MIN),Friday
12,F3897982,19/01/2024 05:01:40,RAGLAN WAIKATO DISTRICT,00:40:15,Raglan,7100: FALSE ALARM (STRU),Friday
13,F3897987,19/01/2024 06:24:32,AUCKLAND CENTRAL AUCKLAND,00:32:06,"Auckland City, Parnell",7100: FALSE ALARM (STRU),Friday
14,F3897989,19/01/2024 06:36:48,SAINT JOHNS AUCKLAND,00:20:31,"Mount Wellington, Saint Heliers",7100: FALSE ALARM (STRU),Friday
15,F3897998,19/01/2024 07:24:18,ROSEDALE AUCKLAND,00:10:36,"Albany, Takapuna",7100: FALSE ALARM (STRU),Friday
16,F3897999,19/01/2024 07:24:35,PIRONGIA WAIPA DISTRICT,00:00:00,Pirongia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
17,F3898000,19/01/2024 07:24:18,GREY LYNN AUCKLAND,00:00:00,Grey Lynn,1500: MISCELLANEOUS FIRE (MIN),Friday
18,F3898001,19/01/2024 07:25:43,MASSEY AUCKLAND,00:00:00,West Harbour,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Friday
19,F3898002,19/01/2024 07:30:44,NORTHCOTE AUCKLAND,00:19:46,"Birkenhead, Takapuna",7100: FALSE ALARM (STRU),Friday
20,F3898003,19/01/2024 07:30:36,MANGERE BRIDGE AUCKLAND,00:00:00,Mangere,1300: VEGETATION FIRE (VEG),Friday
21,F3898006,19/01/2024 07:33:02,GLEN INNES AUCKLAND,00:09:54,"Saint Heliers, Mount Wellington",7100: FALSE ALARM (STRU),Friday
22,F3898009,19/01/2024 07:38:50,PUKEKOHE AUCKLAND,00:25:24,Pukekohe,7100: FALSE ALARM (STRU),Friday
23,F3898011,19/01/2024 07:50:23,MANUKAU AUCKLAND,00:06:24,Papatoetoe,7100: FALSE ALARM (SPRNKLR),Friday
24,F3898018,19/01/2024 08:05:20,ACACIA BAY TAUPO DISTRICT,00:00:00,Taupo,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
25,F3898019,19/01/2024 08:05:11,ROTOTUNA HAMILTON CITY,00:00:00,Chartwell,7100: FALSE ALARM (MIN),Friday
26,F3898021,19/01/2024 08:12:57,BOMBAY AUCKLAND,00:23:53,Papakura,7100: FALSE ALARM (MIN),Friday
27,F3898025,19/01/2024 08:19:41,WHAKATANE WHAKATANE DISTRICT,00:14:57,Whakatane,7100: FALSE ALARM (STRU),Friday
28,F3898031,19/01/2024 08:29:17,TE ATATU PENINSULA AUCKLAND,00:20:01,Te Atatu,7100: FALSE ALARM (STRU),Friday
29,F3898048,19/01/2024 08:43:01,TANEATUA WHAKATANE DISTRICT,00:00:00,"Whakatane, Taneatua",7100: FALSE ALARM (STRU),Friday
30,F3898053,19/01/2024 08:45:57,VICTORIA ROTORUA DISTRICT,00:00:00,Rotorua,7100: FALSE ALARM (MIN),Friday
31,F3898075,19/01/2024 09:10:22,TAWERA WHAKATANE DISTRICT,00:00:00,"Taneatua, Whakatane, Eastern Bay",1200: MOBILE PROPERTY FIRE (VEG),Friday
32,F3898108,19/01/2024 09:56:27,AUCKLAND CENTRAL AUCKLAND,00:18:33,"Auckland City, Parnell, Grey Lynn",7100: FALSE ALARM (STRU),Friday
33,F3898109,19/01/2024 09:56:53,BUCKLANDS BEACH AUCKLAND,00:15:25,"Howick, Mount Wellington",7100: FALSE ALARM (STRU),Friday
34,F3898113,19/01/2024 10:00:22,NEW LYNN AUCKLAND,00:00:00,"Titirangi, Avondale","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)",Friday
35,F3898116,19/01/2024 10:02:40,ROTORUA ROTORUA DISTRICT,00:16:30,Rotorua,7100: FALSE ALARM (SPRNKLR),Friday
36,F3898121,19/01/2024 10:07:35,DARGAVILLE KAIPARA DISTRICT,00:17:09,Dargaville,7100: FALSE ALARM (STRU),Friday
37,F3898129,19/01/2024 10:10:28,GLENFIELD AUCKLAND,00:00:00,Takapuna,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
38,F3898147,19/01/2024 10:28:54,PYES PA TAURANGA CITY,00:10:36,Greerton,7100: FALSE ALARM (MIN),Friday
39,F3898149,19/01/2024 10:32:05,PAENGAROA WESTERN BAY OF PLENTY DISTRICT,00:24:25,"Maketu, Te Puke",7100: FALSE ALARM (STRU),Friday
40,F3898152,19/01/2024 10:38:19,GLENFIELD AUCKLAND,00:09:01,Takapuna,1500: MISCELLANEOUS FIRE (MIN),Friday
41,F3898154,19/01/2024 10:40:19,AUCKLAND CENTRAL AUCKLAND,00:06:48,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Friday
42,F3898159,19/01/2024 10:42:56,WHITIORA HAMILTON CITY,00:00:00,Hamilton,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
43,F3898162,19/01/2024 10:48:35,OTAHUHU AUCKLAND,00:00:00,Otahuhu,7100: FALSE ALARM (STRU),Friday
44,F3898165,19/01/2024 10:54:18,MANGERE AUCKLAND,00:11:37,"Mangere, Papatoetoe",7100: FALSE ALARM (STRU),Friday
45,F3898169,19/01/2024 11:02:22,GLENFIELD AUCKLAND,00:00:00,Takapuna,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Friday
